player_name,team,season,age,games_played,games_started,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pt_pct,ft_pct,usage_rate,per,true_shooting_pct,bpm,vorp
Malik Mitchell,PHX,2002-03,22,72,8,29.1,11.8,6.2,4.7,1.8,0,1.9,0.52,0.301,0.705,33.6,,,,
Nikola Parker,NOP,2002-03,20,48,17,14.6,10.5,5.9,4.9,1.7,0.8,1.4,0.497,0.388,0.676,28.0,,,,
Bam Williams,MIL,2002-03,23,53,6,29.4,20.4,0.5,4.4,0.7,0.9,1.4,0.49,0.41,0.653,20.9,,,,
Kevin Moore,POR,2002-03,24,47,45,19.1,19.2,0.5,3.7,0.9,0.4,3.6,0.488,0.407,0.861,30.9,,,,
Julius Miller,POR,2002-03,26,54,54,29.6,14.1,2.6,2.5,1.6,0.1,2.1,0.417,0.412,0.678,21.0,,,,
Fred Cook,DEN,2002-03,22,59,20,19.6,12.5,0.5,2.4,1.7,1.2,3.2,0.41,0.391,0.705,15.7,,,,
DeAndre Collins,TOR,2003-04,23,35,27,24.7,5.9,4.1,3.3,0.8,0.4,3.0,0.45,0.299,0.809,31.4,13.0,0.538,2.1,-1.3
Chris Taylor,NYK,2003-04,22,78,40,5,29.9,9.8,3.0,0.9,0.3,2.2,0.473,0.332,0.755,33.8,7.2,0.496,-4.9,1.7
Tyrese Young,MIL,2003-04,24,53,1,37.3,20.2,7.1,4.6,0.7,0.1,1.5,0.477,0.395,0.773,19.8,4.5,0.609,-0.8,0.1
Anthony Green,LAL,2003-04,25,39,39,30.1,17.5,4.3,8.3,0.6,1.1,0.3,0.503,0.414,0.729,21.7,16.6,0.519,-0.7,0.1
Kyle Moore,HOU,2003-04,22,36,10,25.6,8.5,4.2,6.2,1.1,1.0,4.0,0.44,0.331,0.877,33.8,19.9,0.616,-0.4,0.3
Darius Nelson,MIL,2003-04,27,70,46,31.3,10.7,7.3,4.1,1.5,0.7,2.2,0.523,0.296,0.885,22.4,24.5,0.534,2.8,2.3
Kevin White,TOR,2003-04,24,23,10,32.9,12.3,2.8,8.3,0.5,0,2.8,0.502,0.409,0.906,18.9,12.3,0.49,-0.2,0.2
Zach Moore,GSW,2003-04,22,46,32,26.9,6.4,7.7,1.9,0.3,0,0.5,0.506,0.333,0.817,29.3,17.1,0.544,-1.9,-1.3
Tyrese Moore,DEN,2003-04,20,53,47,27.2,18.4,5.2,4.2,0.5,0.8,0.7,0.437,0.374,0.824,26.1,17.2,0.548,-6.1,1.7
CJ Johnson,MIA,2003-04,21,22,17,27.2,7.6,8.8,2.9,1.3,0,0.6,0.516,0.284,0.836,32.8,25.5,0.503,-4.3,3.7
DeAndre Nelson,PHX,2003-04,24,65,16,34.4,10.7,2.7,0.2,0.9,0.2,4.1,0.458,0.381,0.864,23.6,16.3,0.523,-8.8,-0.6
Kyle Allen,IND,2003-04,24,36,24,30.1,14.3,5.2,5.9,1.2,1.3,2.4,0.415,0.404,0.85,23.3,17.5,0.637,-3.3,5.2
Shai Stewart,PHI,2003-04,22,73,20,17.7,10.4,6.4,3.4,1.3,0.9,1.9,0.471,0.418,0.912,34.3,12.5,0.59,1.5,-1.1
Pascal Phillips,DET,2003-04,24,26,10,17.8,5.7,0.5,3.8,0,0,3.2,0.49,0.31,0.816,22.1,7.0,0.623,2.4,2.7
Devin Turner,MIL,2003-04,25,36,19,35.3,16.8,2.9,5.0,1.3,0.6,1.7,0.417,0.371,0.702,28.2,18.0,0.551,-0.7,4.9
Cade Collins,BKN,2003-04,25,77,14,37.9,12.8,3.3,3.8,0.9,0.9,2.8,0.445,0.384,0.906,17.2,19.3,0.505,-1.3,0.9
Jaylen Martin,SAC,2003-04,23,24,4,23.8,8.1,9.1,3.7,1.1,0,0.6,0.524,0.352,0.812,26.3,14.2,0.622,6.6,4.0
Bam Mitchell,UTA,2003-04,24,34,11,28.9,21.9,4.1,0.5,0.6,0.4,1.2,0.48,0.304,0.822,28.1,17.7,0.554,0.4,-2.2
Jayson Parker,DET,2003-04,26,77,74,21.3,17.2,7.3,3.9,0.6,0,1.9,0.452,0.378,0.918,26.2,20.9,0.598,0.2,-1.6
Malik Phillips,DEN,2003-04,21,73,44,30.7,11.4,1.4,4.2,0.5,0,1.8,0.549,0.323,0.848,32.5,14.2,0.597,-1.1,-1.6
Marcus Cook,MEM,2003-04,23,26,26,25.0,11.0,5.9,7.5,1.6,1.7,2.1,0.534,0.336,0.803,17.2,18.1,0.487,-0.2,1.1
Malik Parker,HOU,2003-04,21,38,29,28.8,7.7,12.9,2.5,0.9,0.1,4.0,0.399,0.337,0.74,26.0,15.7,0.613,0.2,4.7
Chris Thomas,LAC,2003-04,22,59,37,12.8,9.8,2.9,4.4,0.3,1.0,1.3,0.531,0.356,0.845,32.9,25.6,0.499,3.3,3.3
Luka Wilson,NOP,2003-04,21,39,16,38,20.3,5.1,5.3,1.2,1.4,1.1,0.395,0.34,0.752,24.6,25.1,0.617,-4.8,3.3
Kevin Reed,SAC,2003-04,25,37,1,29.3,2,3.1,5.0,0.8,1.0,1.2,0.502,0.413,0.823,33.6,12.3,0.555,0.2,1.0
Jayson Parker,MIN,2003-04,22,71,46,28.6,16.7,5.8,7.5,1.3,1.0,2.5,0.451,0.403,0.674,32.1,4.1,0.537,1.6,3.5
Cade Moore,NYK,2003-04,20,31,23,28.6,5.2,0.5,5.0,1.5,0.8,2.8,0.381,0.318,0.671,32.4,24.1,0.541,-3.9,5.8
Luka Hill,TOR,2003-04,21,34,6,6.6,16.8,8.5,5.7,2.1,0.8,0.6,0.396,0.327,0.834,15.5,13.1,0.559,1.3,0.8
CJ Mitchell,MEM,2003-04,22,52,18,8.1,7.9,3.8,1.3,1.3,1.3,2.0,0.386,0.364,0.765,20.7,11.1,0.628,-1.6,-2.3
DeAndre Turner,OKC,2003-04,19,58,28,32.0,10.4,5.7,3.1,1.2,0.4,2.4,0.464,0.367,0.778,33.0,19.3,0.52,-3.0,-0.2
Bam Miller,ORL,2003-04,22,41,13,38,23.7,5.2,2.6,0.9,0.3,4.3,0.437,0.289,0.725,30.5,15.3,0.615,0.3,-1.5
Tyrese Mitchell,SAC,2003-04,24,80,19,13.3,11.0,7.1,5.0,0.1,0.4,2.9,0.384,0.333,0.848,26.1,23.5,0.647,0.2,-3.2
Brandon Taylor,GSW,2003-04,23,29,11,35.6,16.4,6.1,0.2,1.3,0.9,2.0,0.497,0.3,0.786,18.4,14.7,0.597,4.7,-1.0
Khris Williams,GSW,2003-04,26,39,37,25.0,5.8,6.4,0.2,0.7,0.6,3.7,0.524,0.37,0.657,22.2,8.8,0.648,1.5,1.6
Andre Allen,BKN,2003-04,26,28,1,29.3,11.1,1.3,2.3,0.7,0.2,3.4,0.461,0.408,0.696,31.6,21.9,0.53,3.3,3.2
Brandon Turner,DEN,2003-04,23,20,5,26.7,21.0,9.2,1.1,0.7,0.5,1.4,0.447,0.303,0.75,28.7,10.7,0.487,4.2,1.2
Julius Miller,TOR,2003-04,24,37,21,19.6,5.4,6.4,0.4,0.2,0,2.5,0.425,0.282,0.742,27.2,23.7,0.552,4.4,2.8
CJ Baker,DEN,2003-04,24,21,10,19.3,22.4,0.5,2.8,1.2,0.4,2.1,0.546,0.336,0.762,31.8,13.4,0.547,-2.8,0.0
Devin Williams,ATL,2003-04,19,78,76,18.6,16.3,5.9,2.2,0.7,0.7,3.1,0.405,0.391,0.906,34.0,11.6,0.544,0.3,4.3
James White,PHX,2003-04,21,79,56,26.5,14.7,2.8,4.4,1.1,1.3,2.1,0.42,0.364,0.847,29.1,25.5,0.539,-0.9,1.2
Bam Green,CHA,2003-04,21,23,15,23.4,7.7,3.8,0.2,0.9,0,2.5,0.447,0.361,0.759,27.5,18.4,0.592,-0.3,-0.4
Zach Reed,DEN,2003-04,25,68,31,37.5,19.3,4.8,2.8,1.2,0,2.2,0.487,0.291,0.804,21.1,18.6,0.54,1.1,2.0
Marcus Hill,DET,2003-04,22,80,1,23.1,14.8,8.1,4.7,1.1,0.6,1.8,0.414,0.32,0.673,34.8,11.8,0.572,1.1,-3.6
Jaylen Young,MIA,2003-04,22,63,6,31.1,13.0,4.3,2.2,0.7,0.7,1.8,0.47,0.319,0.911,28.2,16.8,0.503,2.3,1.0
Ja Evans,MIA,2003-04,23,58,56,21.7,15.6,4.2,5.5,1.7,1.1,1.9,0.482,0.39,0.721,20.3,25.3,0.515,1.7,1.3
LaMelo Reed,TOR,2003-04,26,61,32,18.7,19.6,5.7,4.2,0.5,0.3,2.0,0.4,0.414,0.679,33.2,14.0,0.549,1.6,1.0
Giannis Thomas,ORL,2003-04,19,81,17,25.6,5.4,3.8,3.7,1.1,0.8,0.8,0.384,0.302,0.724,21.6,20.0,0.577,-4.4,1.3
Malik Allen,OKC,2003-04,25,22,12,21.6,17.8,4.1,11.2,1.5,0.5,0.6,0.53,0.316,0.745,27.9,8.6,0.535,2.5,3.9
Marcus Mitchell,HOU,2003-04,23,33,12,29.9,18.3,4.4,1.3,1.8,0,1.2,0.446,0.345,0.659,23.4,10.7,0.538,2.6,-1.7
LaMelo Thomas,TOR,2003-04,23,51,3,19.8,7.3,6.2,3.9,0.4,1.2,1.5,0.418,0.294,0.88,24.8,14.0,0.503,-1.2,0.4
Zion Lopez,LAL,2003-04,24,23,12,26.0,5.6,4.2,2.6,1.7,1.5,2.1,0.405,0.416,0.877,15.8,20.8,0.639,1.0,6.2
Jrue Phillips,BKN,2003-04,22,47,43,23.4,13.2,4.3,1.8,0.8,0.8,2.3,0.529,0.348,0.776,26.3,7.5,0.632,-2.6,2.5
Domantas Stewart,ORL,2003-04,25,71,29,29.7,12.0,8.0,2.1,2.2,0.1,0.3,0.458,0.284,0.866,20.5,18.8,0.638,-2.8,3.1
Donovan Brown,HOU,2003-04,20,53,14,33.7,7.8,8.1,8.4,1.6,1.4,3.5,0.49,0.28,0.903,29.6,15.1,0.549,-2.1,0.4
Brandon Harris,LAC,2003-04,22,59,16,20.6,13.1,8.0,1.1,1.0,0.1,2.7,0.393,0.411,0.849,20.1,14.9,0.527,2.3,4.6
Zion Parker,LAL,2003-04,24,48,44,21.2,17.5,7.6,0.2,0.8,0,1.5,0.399,0.381,0.77,16.2,19.3,0.648,-0.8,2.9
Bam Stewart,CLE,2003-04,23,31,21,19.8,6.9,5.8,4.7,1.3,0.8,1.7,0.396,0.308,0.832,17.6,19.3,0.645,3.9,-0.5
CJ Murphy,DEN,2003-04,22,50,14,26.2,17.0,9.0,5.0,0.4,0.3,1.7,0.525,0.3,0.77,20.7,17.6,0.502,-0.2,3.9
Jordan Edwards,CHA,2003-04,22,48,11,37.3,16.4,6.6,0.2,1.5,0,3.7,0.518,0.384,0.864,28.8,6.0,0.597,0.0,-1.6
CJ King,CHA,2003-04,22,67,34,24.3,17.2,4.3,7.1,0.6,0.7,3.1,0.496,0.321,0.656,22.0,11.9,0.489,2.6,1.4
Domantas Stewart,DAL,2003-04,21,77,42,15.0,14.7,9.2,4.4,1.2,0.6,2.4,0.47,0.402,0.727,27.1,15.1,0.633,1.9,-0.4
DeAndre Roberts,IND,2003-04,20,54,42,26.1,22.6,9.4,0.2,1.3,0.7,3.4,0.406,0.291,0.725,25.6,13.9,0.626,-1.6,1.8
Cade Mitchell,PHI,2003-04,22,43,43,38,16.4,4.3,3.4,1.9,1.4,1.0,0.397,0.369,0.662,26.6,13.4,0.529,-0.7,2.8
Devin Anderson,LAC,2003-04,21,37,31,17.7,10.9,6.2,2.2,0.2,0.2,1.4,0.42,0.338,0.759,33.6,24.7,0.589,-8.2,2.4
LaMelo Campbell,LAC,2003-04,24,47,33,26.1,10.8,5.3,4.5,0.6,0.1,2.5,0.535,0.307,0.835,32.6,20.6,0.601,0.8,0.5
Andre Mitchell,IND,2003-04,19,66,61,10.1,11.1,11.8,6.0,2.4,0.3,2.6,0.409,0.294,0.658,15.7,23.5,0.54,-3.8,1.6
Cade Young,UTA,2003-04,25,30,15,17.3,7.9,4.0,0.5,0.5,0.8,2.7,0.421,0.305,0.836,23.0,15.5,0.563,-0.4,2.5
DeMar Miller,PHI,2003-04,25,73,11,28.1,16.7,4.3,2.4,1.3,0.4,1.9,0.483,0.359,0.814,32.2,15.5,0.486,-2.3,2.1
Fred Davis,DAL,2003-04,24,81,52,38,19.0,3.3,7.0,0.2,0.2,3.2,0.449,0.359,0.713,33.8,5.4,0.505,0.0,-1.8
Giannis Nelson,PHI,2003-04,25,61,49,34.4,2,7.6,0.2,1.3,0.7,1.9,0.51,0.323,0.92,33.3,14.1,0.528,2.5,0.2
DeAndre Reed,ORL,2003-04,25,63,40,13.5,2,4.2,2.6,1.0,0.9,3.2,0.503,0.41,0.874,18.5,9.3,0.53,-4.9,1.4
Donovan Baker,NYK,2003-04,25,49,44,5.5,13.4,5.2,3.7,1.0,0,0.4,0.51,0.389,0.76,34.4,15.0,0.584,3.1,3.8
Khris Reed,PHI,2003-04,23,69,0,22.4,12.3,5.5,2.6,1.4,0.4,0.3,0.465,0.395,0.651,34.3,15.3,0.599,2.3,4.1
Ja Jackson,LAL,2003-04,20,49,40,28.5,9.5,3.1,0.2,1.0,1.0,2.7,0.528,0.348,0.903,23.8,18.3,0.628,8.3,0.2
Chris Edwards,HOU,2003-04,23,31,17,22.7,20.2,3.7,2.8,1.8,1.0,4.5,0.495,0.378,0.885,23.5,18.1,0.517,2.5,3.0
Fred Wright,PHI,2003-04,27,35,17,33.0,17.6,7.5,6.9,1.0,1.4,1.0,0.474,0.354,0.819,31.6,12.9,0.515,1.0,-1.6
Kevin Brown,MIL,2003-04,22,73,72,34.0,22.9,8.3,3.2,1.0,0,1.0,0.474,0.322,0.896,24.7,4.6,0.577,-0.0,-0.8
Jalen Murphy,WAS,2003-04,23,38,8,25.0,20.7,9.4,5.0,1.2,0.9,3.2,0.467,0.402,0.908,18.6,14.7,0.636,2.8,2.0
DeAndre Anderson,DET,2003-04,22,70,62,26.4,25.8,2.9,8.3,1.1,0.8,1.6,0.47,0.349,0.778,21.7,20.5,0.534,-2.0,5.9
Nikola Baker,CHI,2003-04,21,24,16,29.0,23.3,7.4,5.9,1.0,0.7,1.7,0.394,0.354,0.765,28.3,15.3,0.578,1.3,-0.1
Khris Wilson,DET,2003-04,22,52,3,27.4,9.8,7.4,1.5,1.2,0.3,4.1,0.443,0.403,0.696,15.9,19.9,0.523,-1.1,4.9
DeAndre Johnson,SAS,2003-04,21,21,7,23.0,22.6,7.8,4.7,0.8,1.5,2.4,0.428,0.303,0.855,20.6,13.4,0.594,0.9,5.8
Ja Campbell,WAS,2003-04,23,60,17,25.5,20.4,3.2,6.3,0.8,0.6,2.2,0.438,0.386,0.819,19.6,14.8,0.552,-3.4,-0.2
Nikola Murphy,DAL,2003-04,22,52,45,26.7,2,0.5,2.2,0.8,0.3,0.5,0.548,0.288,0.691,28.8,13.9,0.55,4.7,3.5
Zion Lopez,ATL,2003-04,21,46,29,38,13.5,11.6,7.2,1.0,1.2,2.5,0.521,0.286,0.849,33.3,12.1,0.507,-4.1,4.3
Shai Anderson,LAC,2003-04,22,48,4,17.3,2,9.2,7.0,1.5,0,1.6,0.476,0.389,0.89,29.9,14.2,0.512,-5.3,4.7
Luka Adams,LAL,2003-04,23,52,5,14.2,2,2.2,0.7,1.0,0,1.9,0.519,0.399,0.824,34.7,4.9,0.524,-0.1,0.7
Darius Cook,POR,2003-04,21,40,2,18.4,18.2,3.8,1.9,0.9,0.7,0.3,0.501,0.312,0.718,18.8,10.1,0.55,4.7,2.6
Malik Mitchell,MIL,2003-04,26,60,30,15.2,6.8,3.9,5.4,1.7,0.5,1.8,0.52,0.311,0.808,31.3,19.8,0.527,2.7,4.5
Nikola Parker,MIL,2003-04,23,45,27,29.8,7.1,2.7,2.5,0.7,1.0,2.3,0.512,0.307,0.694,34.6,10.2,0.553,-1.4,0.6
Bam Williams,NYK,2003-04,23,26,6,24.7,13.1,2.5,0.2,0.9,1.0,1.3,0.545,0.372,0.896,30.2,17.3,0.634,3.2,1.7
Kevin Moore,OKC,2003-04,24,72,16,19.8,14.4,2.5,4.1,0.7,0.9,1.4,0.385,0.316,0.833,31.5,20.6,0.643,0.4,-0.7
Fred Cook,SAS,2003-04,20,76,74,21.9,12.4,10.3,3.4,0.6,0,2.3,0.475,0.382,0.908,26.6,16.4,0.506,0.1,1.2
DeAndre Collins,LAL,2004-05,23,44,25,21.9,7.6,4.8,3.6,0.1,0.8,3.0,0.444,0.417,0.794,31.6,11.3,0.615,-3.0,2.8
Chris Taylor,NYK,2004-05,22,72,7,19.5,16.4,6.5,6.3,0.7,0.1,1.0,0.387,0.339,0.834,17.3,19.1,0.55,-4.6,-0.5
Tyrese Young,HOU,2004-05,27,30,7,32.0,9.1,4.0,3.1,0.6,0.9,3.8,0.533,0.375,0.787,28.3,12.5,0.625,-2.3,2.2
Anthony Green,CHA,2004-05,26,51,7,32.0,16.1,6.9,5.5,0,0.4,2.1,0.44,0.349,0.705,33.8,15.6,0.533,3.5,5.4
Kyle Moore,BOS,2004-05,24,28,10,24.5,16.7,3.7,4.6,0.8,1.2,0.3,0.454,0.389,0.798,26.2,19.5,0.549,-0.1,2.8
DeAndre Young,SAS,2004-05,20,42,32,30.0,16.4,1.2,1.5,1.9,0.7,0.9,0.467,0.314,0.825,28.6,19.5,0.565,-5.3,0.2
Darius Nelson,MEM,2004-05,25,71,24,16.7,11.1,4.0,6.2,0.4,1.4,1.5,0.548,0.365,0.702,18.3,14.8,0.602,-0.2,1.1
Kevin White,DAL,2004-05,25,65,11,30.3,17.1,5.4,0.2,1.6,0.3,2.5,0.457,0.28,0.807,17.7,14.6,0.648,-0.9,2.6
Zach Moore,PHI,2004-05,23,23,3,32.2,17.1,8.0,3.3,1.5,0.7,3.2,0.52,0.413,0.887,34.1,17.2,0.489,-1.5,0.8
Tyrese Moore,PHI,2004-05,22,29,13,38,5.5,5.5,3.6,0,0.1,3.2,0.478,0.31,0.763,29.5,4.5,0.552,10.1,2.9
CJ Johnson,POR,2004-05,25,75,28,12.8,12.8,2.1,1.1,1.3,0.5,0.3,0.516,0.392,0.836,35.0,6.6,0.588,-0.8,1.9
DeAndre Nelson,DET,2004-05,25,36,27,36.0,12.8,8.5,2.7,0.9,0.3,1.5,0.526,0.395,0.742,23.8,13.6,0.648,0.9,-1.4
Kyle Allen,WAS,2004-05,26,66,7,31.0,13.5,7.4,2.1,1.6,0.6,2.3,0.404,0.331,0.823,30.6,21.7,0.586,-3.6,3.6
Shai Stewart,CHI,2004-05,22,58,11,24.3,12.5,5.0,4.1,0.2,0.5,2.1,0.424,0.337,0.794,23.2,16.9,0.557,1.3,-4.0
Tyrese Wright,LAL,2004-05,21,66,19,38,26.6,3.6,2.1,0.9,0.5,3.4,0.546,0.313,0.825,27.2,12.0,0.535,1.5,0.1
Pascal Phillips,PHX,2004-05,27,42,5,28.7,14.9,7.0,5.0,0,0,3.6,0.531,0.409,0.719,17.1,10.3,0.617,3.6,-0.2
Devin Turner,OKC,2004-05,25,75,46,18.0,13.5,2.7,0.2,1.2,0.8,1.4,0.417,0.391,0.777,18.4,12.6,0.508,0.4,1.9
Cade Collins,HOU,2004-05,23,46,19,23.8,20.3,4.6,3.6,1.4,0,1.5,0.413,0.364,0.918,32.3,11.6,0.542,0.6,3.8
Jaylen Martin,PHX,2004-05,23,31,11,27.2,15.0,8.0,2.8,1.2,0.6,1.4,0.389,0.388,0.688,25.3,13.6,0.606,2.0,0.1
Bam Mitchell,MIA,2004-05,25,22,11,38,2,7.8,7.3,1.0,0,2.2,0.549,0.309,0.863,15.7,29.6,0.616,2.5,2.5
Jayson Parker,TOR,2004-05,27,74,32,33.6,19.7,7.9,4.9,1.1,1.9,1.8,0.387,0.366,0.664,22.2,15.3,0.574,-6.7,4.8
Malik Phillips,MEM,2004-05,23,59,48,20.0,23.6,3.0,1.3,1.3,0.7,2.3,0.381,0.347,0.886,30.6,13.5,0.491,-2.5,-0.9
Marcus Cook,ORL,2004-05,21,28,19,38,13.9,5.8,3.4,0.1,1.4,3.3,0.522,0.288,0.885,16.2,12.5,0.492,3.4,-3.7
Jordan Morris,WAS,2004-05,21,20,5,17.0,25.8,5.3,6.2,0.5,1.3,1.4,0.486,0.343,0.766,31.7,19.0,0.591,1.0,1.5
Chris Thomas,WAS,2004-05,22,24,15,25.1,10.5,9.1,3.2,1.0,0.8,3.5,0.462,0.334,0.83,26.5,16.9,0.498,-0.1,0.9
Luka Wilson,OKC,2004-05,20,51,48,21.7,23.9,4.0,8.4,1.6,0.5,0.5,0.381,0.321,0.828,24.6,21.1,0.551,-1.7,-1.5
Kevin Reed,PHI,2004-05,24,23,3,21.3,8.3,10.5,8.3,1.8,0.4,1.4,0.513,0.303,0.823,33.0,21.3,0.498,-0.8,2.0
Jayson Parker,GSW,2004-05,23,46,5,24.0,11.9,3.9,7.9,0.6,0.6,1.6,0.455,0.283,0.79,30.0,15.7,0.486,-3.2,3.0
Cade Moore,CHA,2004-05,21,43,26,31.0,18.9,0.5,1.8,1.4,0.9,2.3,0.55,0.318,0.871,34.1,11.9,0.611,-2.9,0.8
Luka Hill,IND,2004-05,25,75,61,9.2,7.4,8.9,2.5,1.4,0.5,4.0,0.522,0.396,0.707,24.5,24.1,0.55,4.5,3.0
CJ Mitchell,IND,2004-05,23,26,22,25.5,8.7,2.8,0.2,0.6,0.1,2.3,0.407,0.374,0.761,31.5,12.3,0.549,6.5,1.6
DeAndre Turner,MIN,2004-05,22,30,8,15.6,5.8,2.9,0.2,0.9,0,4.4,0.423,0.38,0.664,25.4,16.8,0.565,1.3,2.5
Bam Miller,MIN,2004-05,22,20,8,35.8,6.3,7.7,5.1,1.4,0.2,2.2,0.475,0.388,0.753,30.6,13.8,0.573,-0.3,0.5
Tyrese Mitchell,WAS,2004-05,23,62,60,28.3,19.9,5.4,1.1,1.0,0.7,2.7,0.428,0.301,0.697,17.0,12.2,0.646,-1.9,4.0
Brandon Taylor,BKN,2004-05,24,57,19,14.2,16.6,3.2,5.7,1.3,0.8,2.0,0.432,0.355,0.895,15.4,10.8,0.591,-0.9,-1.1
Khris Williams,OKC,2004-05,24,69,58,27.5,20.8,3.2,0.2,1.0,1.0,2.0,0.491,0.361,0.919,20.6,9.5,0.484,0.1,5.7
Andre Allen,GSW,2004-05,26,53,5,17.6,15.8,2.8,1.1,1.3,0.8,0.7,0.402,0.304,0.722,25.8,15.1,0.61,-2.2,1.4
Brandon Turner,PHX,2004-05,23,40,0,19.2,17.4,0.5,1.9,0.4,0.5,0.7,0.468,0.372,0.848,28.2,9.6,0.503,-3.6,0.8
Julius Miller,NYK,2004-05,26,45,32,28.0,14.0,9.2,4.4,1.0,0.8,2.9,0.447,0.347,0.841,19.1,16.2,0.495,1.6,1.7
CJ Baker,UTA,2004-05,23,26,8,29.2,6.9,2.4,2.4,0.9,0.3,3.2,0.539,0.384,0.883,18.4,10.8,0.648,-7.2,2.6
Devin Williams,MEM,2004-05,21,33,2,12.4,9.8,4.5,5.3,1.2,0.3,2.3,0.394,0.325,0.888,31.5,22.7,0.558,1.1,2.2
James White,IND,2004-05,21,63,47,37.2,8.7,3.6,5.4,0.8,0,3.5,0.483,0.357,0.876,15.4,13.6,0.515,0.5,0.6
Bam Green,SAC,2004-05,22,49,44,11.0,17.3,6.5,4.0,1.2,0.4,2.2,0.515,0.404,0.688,20.7,6.8,0.497,2.2,1.5
Marcus Hill,LAC,2004-05,20,22,10,8.9,24.4,6.1,8.1,1.4,1.5,1.0,0.436,0.287,0.919,27.1,11.7,0.612,-4.4,2.3
Jaylen Young,TOR,2004-05,24,23,18,15.9,18.1,6.4,0.6,1.6,0.5,2.2,0.491,0.339,0.731,28.3,20.3,0.571,2.3,-0.2
Ja Evans,DEN,2004-05,23,28,20,25.9,5.5,5.1,0.9,1.6,0.4,0.4,0.433,0.292,0.672,32.5,8.3,0.568,5.0,2.0
LaMelo Reed,MIN,2004-05,27,74,17,28.2,25.0,7.9,3.7,1.1,0.5,2.4,0.428,0.411,0.681,19.8,11.5,0.628,1.5,2.1
Giannis Thomas,TOR,2004-05,22,46,32,19.5,16.0,7.7,3.8,1.4,0.3,3.5,0.516,0.315,0.66,29.6,19.0,0.621,-5.4,3.1
Malik Allen,OKC,2004-05,25,75,28,27.5,17.0,0.5,6.5,0.3,0.7,2.8,0.383,0.356,0.879,18.8,12.5,0.525,-3.6,1.2
Marcus Mitchell,UTA,2004-05,27,34,0,38,2,3.2,6.2,1.4,0.7,3.2,0.387,0.351,0.709,20.3,10.3,0.528,-2.3,-0.5
LaMelo Thomas,OKC,2004-05,22,82,71,9.1,19.7,0.5,5.6,0.6,1.0,1.4,0.425,0.348,0.918,33.5,25.3,0.646,-0.5,2.0
Zion Lopez,DET,2004-05,25,55,41,29.0,21.7,4.9,4.4,0.8,1.7,1.6,0.45,0.335,0.676,22.2,13.0,0.624,-1.8,3.9
Jrue Phillips,IND,2004-05,26,32,3,13.3,12.6,4.7,8.9,1.9,1.4,2.1,0.388,0.385,0.782,15.4,13.1,0.559,-0.4,3.9
Domantas Stewart,MIN,2004-05,25,75,60,30.7,16.3,6.1,6.2,1.2,0.8,2.9,0.491,0.336,0.685,28.4,14.4,0.632,-4.3,2.1
Tyler Wright,POR,2004-05,19,24,11,20.1,9.6,4.4,0.5,1.4,0.6,2.0,0.42,0.418,0.871,24.3,10.7,0.573,2.0,2.3
Donovan Brown,CHA,2004-05,24,40,5,35.9,21.1,6.9,1.7,1.0,1.1,2.3,0.463,0.348,0.899,33.0,18.3,0.549,1.4,1.2
Brandon Harris,PHX,2004-05,25,26,25,24.5,16.8,5.0,0.5,1.1,0.6,1.7,0.452,0.296,0.836,18.1,13.0,0.638,-2.5,-0.4
Zion Parker,CLE,2004-05,26,76,75,20.6,17.4,0.5,6.9,1.3,0,2.0,0.407,0.408,0.886,29.1,24.9,0.481,-2.8,0.0
Bam Stewart,MIN,2004-05,24,66,47,32.8,19.6,3.8,4.2,1.7,0.9,3.6,0.407,0.406,0.818,18.0,11.0,0.547,-2.0,1.8
CJ Murphy,MIN,2004-05,23,27,2,22.9,12.0,0.5,7.3,1.2,0.1,1.9,0.382,0.313,0.686,17.0,14.7,0.646,-2.5,2.9
Jordan Edwards,NYK,2004-05,23,39,26,20.3,24.6,10.2,3.7,0.8,0.9,0.6,0.408,0.337,0.899,28.1,17.7,0.603,-0.6,-2.7
CJ King,CLE,2004-05,24,41,7,32.1,20.7,3.2,6.0,0,0.7,1.2,0.426,0.339,0.742,17.9,19.8,0.615,-0.1,0.7
Domantas Stewart,CHA,2004-05,22,26,7,33.2,20.7,4.2,1.3,1.3,0.5,1.5,0.415,0.292,0.842,20.2,11.3,0.635,-3.5,2.3
Bam Young,MIL,2004-05,19,67,23,17.7,9.7,7.5,4.5,1.2,0.4,3.8,0.456,0.288,0.691,21.5,9.2,0.648,-2.1,0.6
DeAndre Roberts,CHI,2004-05,24,42,20,24.1,17.3,4.4,1.3,0.3,0.6,1.4,0.5,0.397,0.904,29.6,12.9,0.606,-3.0,1.9
Cade Mitchell,HOU,2004-05,22,59,45,32.0,6.4,9.8,1.7,0.9,0.9,3.1,0.473,0.351,0.786,30.1,6.1,0.637,-2.9,3.9
Luka Campbell,BKN,2004-05,20,33,32,30.8,10.3,5.8,0.4,0.1,0.7,1.0,0.507,0.321,0.828,33.2,12.7,0.563,-1.1,2.1
Devin Anderson,CHA,2004-05,22,26,13,21.5,13.3,5.5,3.7,1.0,0.5,0.3,0.43,0.403,0.775,21.3,14.4,0.543,-2.9,1.5
LaMelo Campbell,LAC,2004-05,23,30,22,19.1,4.0,3.3,3.9,0.7,0.2,1.7,0.52,0.345,0.895,24.6,12.5,0.564,3.5,-0.5
